soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
41-2012,3.118605449002798,Gambling Change Persons and Booth Cashiers,"Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers.",161900.0,36947.51019147622,True,True,11.994740316298905,10.517280605982334
41-2021,3.1657907448094087,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.",2808810.0,43742.47745486523,True,True,14.848271820091863,10.686097793925288
41-2022,3.460895442773828,Parts Salespersons,Sell spare and replacement parts and equipment in repair shop or parts store.,1871560.0,42344.55427557759,True,True,14.442283399971236,10.653618718786566
41-2031,3.14544430283744,Retail Salespersons,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers.",26833420.0,37096.417620266075,True,True,17.10515872079609,10.521302640250175
41-3011,3.644894537531503,Advertising Sales Agents,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces.",677010.0,74791.5745705381,True,True,13.42544279991603,11.22247388858758
41-3021,3.549863622897941,Insurance Sales Agents,"Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company.",3655320.0,81336.72482846919,True,True,15.111694472207036,11.306365207942271
41-3031,3.725716179599383,"Securities, Commodities, and Financial Services Sales Agents","Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions.",3291970.0,110209.4937681692,True,True,15.006997031505788,11.610147395923889
41-3041,3.576920369081718,Travel Agents,"Plan and sell transportation and accommodations for customers. Determine destination, modes of transportation, travel dates, costs, and accommodations required. May also describe, plan, and arrange itineraries and sell tour packages. May assist in resolving clients' travel problems.",382730.0,52389.4526167272,True,True,12.855087671530113,10.866479651737484
41-4011,3.593613967141962,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products; Solar Sales Representatives and Assessors","Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education.; Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs.",2001020.0,113266.37115071314,True,True,14.509168108263424,11.637506419226865
41-4012,3.2296031007590305,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.,8799580.0,81244.79526295573,True,True,15.990214664678506,11.305234348243099
41-9011,3.24953281850934,Demonstrators and Product Promoters,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.,368200.0,42503.63036393264,True,True,12.81638426369269,10.657368298717508
41-9012,2.07000650697219,Models,"Model garments or other apparel and accessories for prospective buyers at fashion shows, private showings, or retail establishments. May pose for photos to be used in magazines or advertisements. May pose as subject for paintings, sculptures, and other types of artistic expression.",21770.0,68978.92512632062,True,True,9.988334087946246,11.141570801049834
41-9021,3.2772545529258363,Real Estate Brokers,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans.",290330.0,88584.48282988324,True,True,12.578776930394856,11.391723272489665
41-9022,3.5368431889202494,Real Estate Sales Agents,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer.",1291470.0,70381.10625875939,True,True,14.071292436755666,11.161694337378036
41-9031,4.0229754846130525,Sales Engineers,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering.",383100.0,128779.92560689116,True,True,12.856053940969854,11.765867988571323
41-9041,2.920030258723816,Telemarketers,Solicit donations or orders for goods or services over the telephone.,440350.0,36225.33848075395,True,True,12.995327415151886,10.497541715595418
41-9091,3.015046091776977,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sell goods or services door-to-door or on the street.,21300.0,38094.20187793427,True,True,9.966509298952284,10.547843618221965
43-1011,3.7543993039537886,First-Line Supervisors of Office and Administrative Support Workers,Directly supervise and coordinate the activities of clerical and administrative support workers.,11097150.0,71465.28204088437,True,True,16.22219896667137,11.17698103760558
43-2011,3.3336570486841417,"Switchboard Operators, Including Answering Service","Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages.",268250.0,42001.59776328052,True,True,12.499678388351793,10.64548674685946
43-2021,3.160371879107581,Telephone Operators,"Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls.",23440.0,43181.058020477816,True,True,10.062241904896988,10.673180364361418
43-3011,3.3059275997265174,Bill and Account Collectors,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts.",1182540.0,48380.71803067972,True,True,13.983176071051595,10.786877294709198
43-3021,3.3886970157409664,Billing and Posting Clerks,"Compile, compute, and record billing, accounting, statistical, and other numerical data for billing purposes. Prepare billing invoices for services rendered or for delivery or shipment of goods.",3082380.0,49299.97171017201,True,True,14.941212908247056,10.805699069982015
